"","Name","FIDE.ID","Born","Birthplace","Died","Title.Year","Federation","Sex","Notes"
"716","Iskandarov, Misratdin",13400312,"1995-01-14","Sumgait","",2020,"Azerbaijan","M","Di Felice; title application"
"717","Iskusnyh, Sergei",4120027,"1974-09-05","","",2000,"Russia","M","Di Felice"
"718","Ismagambetov, Anuar",13701525,"1986-03-21","Astana","",2008,"Kazakhstan","M","Di Felice; title application"
"719","Istrățescu, Andrei",1200372,"1975-12-03","Bucharest","",1994,"Romania","M","Di Felice; later France; currently Romania"
"720","Iturrizaga Bonelli, Eduardo",3901211,"1989-11-01","Caracas","",2008,"Venezuela","M","Di Felice; title application; currently Spain"
"721","Iuldachev, Saidali",14200104,"1968-01-31","","",1996,"Uzbekistan","M","Di Felice"
"722","Ivanchuk, Vasyl",14100010,"1969-03-18","Kopychyntsi","",1988,"Soviet Union","M","Di Felice; currently Ukraine"
"723","Ivanišević, Ivan",912417,"1977-11-23","","",2000,"Serbia","M","Di Felice"
"724","Ivanov, Alexander",2000202,"1956-05-01","Novovarshavka","",1991,"United States","M","Di Felice"
"725","Ivanov, Alexander A.",4126360,"1965-01-19","Arkhangelsk","",2008,"Russia","M","Di Felice; title application"
"726","Ivanov, Igor Vasilyevich",2000288,"1947-01-08","Leningrad","2005-11-17",2005,"Canada","M","Di Felice"
"727","Ivanov, Mikhail M.",4114906,"1969-01-20","","",1993,"Russia","M","Di Felice"
"728","Ivanov, Sergey",4101375,"1961-09-29","Leningrad","",1995,"Russia","M","Di Felice"
"729","Ivanović, Božidar",900095,"1946-08-24","Cetinje","",1978,"Montenegro","M","Di Felice;"
"730","Ivić, Velimir",950122,"2002-08-27","Belgrade","",2020,"Serbia","M","title application"
"731","Ivkov, Borislav",900141,"1933-11-12","Belgrade","",1955,"Yugoslavia","M","Di Felice; Gaige; currently Serbia"
"732","Izeta Txabarri, Félix",2200260,"1961-08-03","Zestoa","",1994,"Spain","M","Di Felice"
"733","Izmukhambetov, Salauat",13700545,"1972","","",1996,"Kazakhstan","M","Di Felice"
"734","Izoria, Zviad",13601733,"1984-01-06","Khoni","",2002,"Georgia","M","Di Felice; FIDE Golden Book; currently United States"
"735","Jacimović, Dragoljub",15000214,"1964-01-10","","",2001,"North Macedonia","M","Di Felice"
"736","Jacobson, Brandon",30901561,"2003-11-14","Plainfield, New Jersey","",2020,"United States","M","title application"
"737","Jakovenko, Dmitry",4122356,"1983-06-28","Omsk","",2001,"Russia","M","Di Felice"
"738","Jakubiec, Artur",1103261,"1973-12-03","Wadowice","",2002,"Poland","M","Di Felice"
"739","Jakubowski, Krzysztof",1112848,"1983-09-23","Łomża","",2009,"Poland","M","Di Felice; title application"
"740","Janev, Evgeni",2900360,"1973-05-16","Sofia","",2002,"Bulgaria","M","Di Felice"
"741","Janjghava, Lasha",13600087,"1970-05-05","","",1993,"Georgia","M","Di Felice"
"742","Janković, Alojzije",14505959,"1983-04-02","","",2006,"Croatia","M","Di Felice; title application"
"743","Janošević, Dragljub",NA,"1923-07-08","Belgrade","1993-05-20",1965,"Yugoslavia","M","Di Felice"
"744","Janovsky, Sergey",4102711,"1960-02-17","","",1995,"Russia","M","Di Felice"
"745","Jansa, Vlastimil",300128,"1942-11-27","Prague","",1974,"Czecho­slovakia","M","Di Felice; currently Czech Republic"
"746","Janssen, Ruud",1004816,"1979-05-01","Venray","",2011,"Netherlands","M","Di Felice; title application"
"747","Jaracz, Paweł",1102222,"1975-07-22","Kożuchów","",2000,"Poland","M","Di Felice"
"748","Jarmula, Łukasz",1160664,"1998-11-10","Warsaw","",2021,"Poland","M","title application"
"749","Jayaram, Ashwin",5018137,"1990-08-14","Aluva","",2015,"India","M","Di Felice; title application"
"750","Jedynak, Radosław",1109243,"1982-06-09","Warsaw","",2006,"Poland","M","Di Felice; title application"
"751","Jenni, Florian",1304232,"1980-03-24","Lieli","",2002,"Switzerland","M","Di Felice"
"752","Jeremic, Veljko",927040,"1985-11-09","Priboj","",2004,"Serbia","M","Di Felice; title application"
"753","Jianu, Vlad-Cristian",1208110,"1984-09-27","Bucharest","",2007,"Romania","M","Di Felice; title application"
"754","Jirovský, Miloš",303224,"1974-03-17","Kolin","",2003,"Czech Republic","M","Di Felice"
"755","Jobava, Baadur",13601520,"1983-11-26","Gali","",2001,"Georgia","M","Di Felice"
"756","Johannessen, Leif Erlend",1501674,"1980-04-14","Oslo","",2002,"Norway","M","Di Felice"
"757","Johansen, Darryl K.",3200035,"1959-02-04","Melbourne","",1995,"Australia","M","Di Felice"
"758","Jojua, Davit",13602543,"1989-06-08","Samtredia","",2009,"Georgia","M","Di Felice; title application"
"759","Jones, Gawain C. B.",409561,"1987-12-11","Keighley","",2007,"England","M","Di Felice; title application"
"760","Jonkman, Harmen",1002708,"1975-05-30","Beverwijk","",2002,"Netherlands","M","Di Felice"
"761","Jovanić, Ognjen",14504081,"1978-05-04","","",2007,"Croatia","M","Di Felice; title application"
"762","Jovanović, Zoran",14505320,"1979-06-07","","",2006,"Croatia","M","Di Felice"
"763","Ju Wenjun",8603006,"1991-01-31","Shanghai","",2014,"China","F","Di Felice; title application"
"764","Jumabayev, Rinat",13702661,"1989-07-23","Shymkent","",2009,"Kazakhstan","M","Di Felice; title application"
"765","Jurcik, Marian",14907518,"1987-01-27","","",2017,"Slovakia","M","title application"
"766","Jussupow, Artur",4618777,"1960-02-13","Moscow","",1980,"Soviet Union","M","Di Felice; previously Artur Yusupov; currently Germany"
"767","Kabanov, Nikolai",4127820,"1980-01-22","","",2009,"Russia","M","Di Felice; title application"
"768","Kacheishvili, Giorgi",13600613,"1977-02-10","","",1997,"Georgia","M","Di Felice"
"769","Kadrić, Denis",14403803,"1995-06-12","Frankfurt","",2015,"Bosnia and Herzegovina","M","Di Felice; title application"
"770","Kaidanov, Gregory",2008564,"1959-10-11","Berdychiv","",1988,"Soviet Union","M","Di Felice; later Ukraine; currently United States"
"771","Kalinin, Alexander",4112423,"1968-05-26","","",2001,"Russia","M","Di Felice"
"772","Kalinitschew, Sergey",4637321,"1956-02-03","Moscow","",1997,"Germany","M","Di Felice"
"773","Kállai, Gábor",700282,"1959-02-21","Budapest","",1995,"Hungary","M","Di Felice"
"774","Kallio, Heikki",501778,"1980-10-15","Vaasa","",2001,"Finland","M","Di Felice"
"775","Kalod, Radek",305421,"1978-08-08","Brno","",2004,"Czech Republic","M","Di Felice; title application"
"776","Kalugin, Sergey G.",4128567,"1970-10-03","","",2000,"Russia","M","Di Felice"
"777","Kamiński, Marcin",1100696,"1977-03-10","Wrocław","",1996,"Poland","M","Di Felice"
"778","Kamsky, Gata",2000024,"1974-06-02","Novokuznetsk","",1990,"United States","M","Di Felice"
"779","Kannappan Priyadharshan",5018293,"1993-12-01","Madurai","",2016,"India","M","Di Felice; title application"
"780","Kanarek, Marcel",1126822,"1993-02-05","Koszalin","",2016,"Poland","M","Di Felice; title application"
"781","Kanep, Meelis",4501047,"1983-05-27","Võru","",2006,"Estonia","M","Di Felice"
"782","Kantāns, Toms",11602945,"1994-01-16","Riga","",2017,"Latvia","M","title application"
"783","Kantor, Gergely",751499,"1999-07-19","","",2019,"Hungary","M","title application"
"784","Kantsler, Boris",2805359,"1962-04-16","Frunze","",1999,"Israel","M","Di Felice"
"785","Kapnisis, Spyridon",4203445,"1981-05-11","","",2011,"Greece","M","Di Felice; title application"
"786","Karjakin, Sergey",14109603,"1990-01-12","Simferopol","",2003,"Ukraine","M","Di Felice; currently Russia"
"787","Karlsson, Lars",1700057,"1955-07-11","Stockholm","",1982,"Sweden","M","Di Felice"
"788","Karpatchev, Aleksandr",4117182,"1967-05-25","","",1997,"Russia","M","Di Felice"
"789","Karpov, Anatoly",4100026,"1951-05-23","Zlatoust","",1970,"Soviet Union","M","Di Felice; Gaige; currently Russia"
"790","Karthik Venkataraman",25006479,"1999-12-22","Vellore","",2018,"India","M","Di Felice; title application"
"791","Karthikeyan Murali",5074452,"1999-01-05","Thanjavur","",2015,"India","M","title application"
"792","Karthikeyan P.",5018226,"1990-06-14","Chennai","",2019,"India","M","title application"
"793","Kashdan, Isaac",NA,"1905-11-19","New York City","1985-02-20",1954,"United States","M","Di Felice; Gaige"
"794","Kasimdzhanov, Rustam",14200244,"1979-12-05","Tashkent","",1997,"Uzbekistan","M","Di Felice"
"795","Kasparov, Garry",4100018,"1963-04-13","Baku","",1980,"Soviet Union","M","Di Felice; currently Russia"
"796","Kasparov, Sergey",13500481,"1968-08-08","Mogilev","",2007,"Belarus","M","Di Felice; title application"
"797","Kaufman, Lawrence",2000555,"1947-11-15","Washington","",2008,"United States","M","Di Felice; winner 2008 World Senior Chess Championship"
"798","Kavalek, Lubomir",2000121,"1943-08-09","Prague","2021-01-18",1966,"United States","M","Di Felice"
"799","Kayumov, Dmitry D.",14200090,"1949-02-28","Tashkent","",2003,"Uzbekistan","M","title application"
"800","Kayumov, Sergey",14200880,"1981-08-08","Tashkent","",2010,"Uzbekistan","M","title application"
"801","Kazakov, Mikhail",14102749,"1972-05-28","","",2001,"Ukraine","M","Di Felice; also Mikhail Kozakov"
"802","Kazhgaleyev, Murtas",13700316,"1973-11-17","Uralsk","",1998,"Kazakhstan","M","Di Felice"
"803","Keene, Raymond D.",400211,"1948-01-29","London","",1976,"England","M","Di Felice"
"804","Keitlinghaus, Ludger",4600479,"1965-07-24","","",1998,"Germany","M","Di Felice"
"805","Kekelidze, Mikheil",13600818,"1974-09-14","","",2000,"Georgia","M","Di Felice"
"806","Kelires, Andreas",5900727,"1999-07-01","Cyprus","",2016,"Greece","M","title application; Di Felice"
"807","Keymer, Vincent",12940690,"2004-11-15","Mainz","",2020,"Germany","M","title application"
"808","Kempiński, Robert",1105663,"1977-07-11","Gdańsk","",1996,"Poland","M","Di Felice"
"809","Ķeņģis, Edvīns",11600039,"1959-04-12","Cēsis","",1991,"Latvia","M","Di Felice"
"810","Keres, Paul",NA,"1916-01-07","Helsinki","1975-06-05",1950,"Soviet Union","M","Gaige; Di Felice"
"811","Khachiyan, Melikset",13300512,"1970-07-06","Baku","",2006,"United States","M","Di Felice"
"812","Khairullin, Ildar",4151348,"1990-08-22","Perm","",2007,"Russia","M","Di Felice; title application"
"813","Khalifman, Alexander",4100115,"1966-01-18","Leningrad","",1990,"Russia","M","Di Felice; later Germany; currently Russia"
"814","Khamrakulov, Djurabek",14201143,"1988-07-12","Samarkand","",2018,"Uzbekistan","M","Di Felice; title application"
"815","Khamrakulov, Ibragim S.",14200295,"1982-07-28","","",2006,"Spain","M","Di Felice"
"816","Kharchenko, Boris",14113210,"1991-07-15","Luhansk","",2013,"Ukraine","M","Di Felice; title application"
"817","Kharitonov, Alexandr",4135202,"1986-11-08","Obninsk","",2006,"Russia","M","Di Felice; title application"
"818","Kharitonov, Andrei",4100948,"1959-04-04","Moscow","2012-01-13",1993,"Russia","M","Di Felice"
"819","Kharlov, Andrei",4102185,"1968-11-20","Prokopyevsk","2014-06-15",1992,"Russia","M","Di Felice"
"820","Khasin, Alexander",4101189,"1951-04-29","","2016-12-31",1996,"Russia","M","Di Felice"
"821","Khatanbaatar, Bazar",4900332,"1973-02-25","","",1999,"Mongolia","M","Di Felice"
"822","Khegay, Dmitriy",24153729,"1997-07-21","","",2020,"Russia","M","title application"
"823","Khenkin, Igor",4659600,"1968-03-21","Vladimir, Russia","",1992,"Russia","M","Di Felice; later Israel; currently Germany"
"824","Khismatullin, Denis",4142578,"1984-12-28","Neftekamsk","",2004,"Russia","M","Di Felice"
"825","Khmelniker, Ilya",2805340,"1985-09-21","Russia","",2011,"Israel","M","Di Felice; title application"
"826","Kholmov, Ratmir",4101090,"1925-05-13","Shenkursk","2006-02-18",1960,"Soviet Union","M","Di Felice; later Russia"
"827","Khotenashvili, Bela",13602640,"1988-06-01","Telavi","",2013,"Georgia","F","Di Felice; title application"
"828","Khruschiov, Alexey",13900544,"1982-03-12","Chișinău","",2007,"Moldova","M","Di Felice; title application"
"829","Khusnutdinov, Rustam",13701703,"1987-07-11","Karaganda","",2009,"Kazakhstan","M","Di Felice; title application"
"830","Kim, Alexey",4129776,"1986-04-05","Tashkent","",2004,"Russia","M","Di Felice; currently South Korea"
"831","Kindermann, Stefan",4600053,"1959-12-28","Vienna","",1988,"West Germany","M","Di Felice; later Germany; currently Austria"
"832","King, Daniel J.",400068,"1963-08-28","Beckenham","",1989,"England","M","Di Felice"
"833","Kiriakov, Petr",4119231,"1975-01-11","Krasnoyarsk","",1998,"Russia","M","Di Felice"
"834","Kirov, Nino",2900076,"1945-09-09","Blagoevgrad","2008-09-25",1975,"Bulgaria","M","Di Felice;"
"835","Kiselev, Vitaliy",4194128,"1988-06-16","Rostov-on-Don","",2007,"Russia","M","Di Felice; title application"
"836","Kishnev, Sergey",4100751,"1956-11-01","","",1996,"Russia","M","Di Felice"
"837","Kislinsky, Alexey",14108801,"1984-06-10","Kyiv","",2008,"Ukraine","M","title application; currently Czech Republic"
"838","Klarić, Zlatko",14500248,"1956-10-24","Borovo","",1983,"Yugoslavia","M","Di Felice; currently Croatia"
"839","Klein, David",1003623,"1993-12-20","Haarlem","",2014,"Netherlands","M","Di Felice; title application"
"840","Klekowski, Maciej",1132717,"1992-09-05","Częstochowa","",2020,"Poland","M","title application"
"841","Klimov, Sergey",4121759,"1979-01-22","Leningrad","",2009,"Russia","M","Di Felice; title application"
"842","Klinger, Josef",1600010,"1967-06-06","St Johann im Pongau","",1988,"Austria","M","Di Felice"
"843","Klovāns, Jānis",11600128,"1935-04-09","Ruba","2010-10-05",1997,"Latvia","M","Di Felice"
"844","Knaak, Rainer",4611250,"1953-03-16","Pasewalk","",1975,"East Germany","M","Di Felice; currently Germany"
"845","Knĕzević, Milorad",900494,"1936-10-31","Cetinje","2005-03-31",1976,"Serbia and Montenegro","M","Di Felice"
"846","Kobalia, Mikhail",4119150,"1978-05-03","","",1996,"Russia","M","Di Felice"
"847","Kobo, Ori",2812320,"1997-04-24","Israel","",2017,"Israel","M","Di Felice; title application"
"848","Kochyev, Alexander",4100719,"1956-03-25","Leningrad","",1977,"Soviet Union","M","Di Felice; currently Russia"
"849","Kogan, Arthur",2800802,"1974-01-29","Chernivtsi","",1998,"Israel","M","Di Felice"
"850","Kokarev, Dmitry",4132181,"1982-02-18","Penza","",2007,"Russia","M","Di Felice; title application"
"851","Kolev, Atanas",2900130,"1967-07-15","Botevgrad","",1993,"Bulgaria","M","Di Felice"
"852","Kollars, Dmitrij",12909572,"1999-08-13","Bremen","",2017,"Germany","M","title application"
"853","Koltanowski, George",NA,"1903-09-17","Antwerp","2000-02-05",1988,"Belgium","M","Di Felice; honorary; later United States"
"854","Komarov, Dimitri",14101270,"1968-12-01","","",1994,"Ukraine","M","Di Felice"
"855","Komliakov, Viktor",13900030,"1960-04-25","","",1995,"Moldova","M","Di Felice"
"856","Komljenović, Davorin",14500132,"1944-07-01","Mostar","",1995,"Croatia","M","Di Felice"
"857","Koneru, Humpy",5008123,"1987-03-31","Vijayawada","",2002,"India","F","Di Felice"
"858","Koniushkov, Igor",4121376,"1962-11-29","","",1998,"Russia","M","Di Felice"
"859","Kononenko, Dmitry",14113007,"1988-08-23","Dnipro","",2007,"Ukraine","M","Di Felice; title application"
"860","Konovalov, Nikolay",4170962,"1989-08-07","Moscow","",2017,"Russia","M","title application"
"861","Konstan­tinopolsky, Alexander",NA,"1910-02-19","Zhitomir","1990-09-21",1983,"Soviet Union","M","Di Felice; honorary"
"862","Korchnoi, Viktor",1300016,"1931-03-23","Leningrad","2016-06-06",1956,"Soviet Union","M","Di Felice; later Switzerland"
"863","Korneev, Oleg",4156803,"1969-07-25","","",1995,"Russia","M","Di Felice; currently Spain"
"864","Kornev, Alexei",4120949,"1976-12-20","Vyazniki","",2004,"Russia","M","Di Felice"
"865","Korobov, Anton",14105730,"1985-06-25","Kemerovo","",2003,"Ukraine","M","Di Felice"
"866","Korotylev, Alexey",4119142,"1977-03-01","Moscow","",2000,"Russia","M","Di Felice"
"867","Korpa, Bence",706671,"1998-01-12","Hungary","",2017,"Hungary","M","title application"
"868","Kosanović, Goran A.",901466,"1962-03-16","Zemun","",1998,"Serbia","M","Di Felice"
"869","Kosashvili, Yona",2800080,"1970-07-03","Tbilisi","",1994,"Israel","M","Di Felice"
"870","Kosić, Dragan",900290,"1970-02-15","","",1995,"Montenegro","M","Di Felice"
"871","Kosintseva, Nadezhda",4134974,"1985-01-14","Arkhangelsk","",2011,"Russia","F","Di Felice; title application"
"872","Kosintseva, Tatiana",4133471,"1986-04-11","Arkhangelsk","",2009,"Russia","F","Di Felice; title application"
"873","Kosten, Anthony C.",400114,"1958-07-24","London","",1990,"England","M","Di Felice; currently France"
"874","Kosteniuk, Alexandra",4128125,"1984-04-23","Perm","",2004,"Russia","F","Di Felice"
"875","Kostenko, Petr",13700669,"1976-02-16","Kustanay","",2006,"Kazakhstan","M","Di Felice"
"876","Kostić, Boris",NA,"1887-02-24","Vršac","1963-11-03",1950,"Yugoslavia","M","Di Felice; Gaige"
"877","Kostić, Vladimir G.",901482,"1953-08-20","Valjevo","",2005,"Serbia","M","Di Felice; title application"
"878","Kosyrev, Vladimir",4122259,"1980-11-07","","",2001,"Russia","M","Di Felice"
"879","Kotanjian, Tigran",13301250,"1981-09-01","Yerevan","",2006,"Armenia","M","Di Felice"
"880","Kotov, Alexander",NA,"1913-08-12","Tula","1981-01-08",1950,"Soviet Union","M","Di Felice; Gaige"
"881","Kotronias, Vasilios",5900212,"1964-08-25","Athens","",1990,"Greece","M","Di Felice; later Cyprus; currently Greece"
"882","Kotsur, Pavel",13700278,"1974-01-03","Astana","",1996,"Kazakhstan","M","Di Felice"
"883","Kouatly, Bachar",600032,"1958-03-03","Damascus","",1989,"France","M","Di Felice"
"884","Kovačević, Aleksandar",903124,"1974-02-11","","",2000,"Serbia","M","Di Felice"
"885","Kovačević, Blažimir",14502712,"1975-10-16","Osijek","",2018,"Croatia","M","title application"
"886","Kovacevic, Vlatko",14500078,"1942-03-26","Dubrovnik","",1976,"Croatia","M","Di Felice"
"887","Kovalenko, Igor",14117908,"1988-12-29","Novomoskovsk, Ukraine","",2011,"Ukraine","M","Di Felice; title application; currently Latvia"
"888","Kovalev, Andrei",13500023,"1961-11-07","Vitebsk","",1992,"Belarus","M","Di Felice"
"889","Kovalev, Vladislav",13504398,"1994-01-06","Minsk","",2013,"Belarus","M","Di Felice; title application"
